Frame: 1 | File: frame_1_car_0.jpg | Plate: REFIER
Frame: 4 | File: frame_4_car_0.jpg | Plate: :
Frame: 4 | File: frame_4_car_1.jpg | Plate: ***
Frame: 4 | File: frame_4_car_2.jpg | Plate: :
Frame: 4 | File: frame_4_car_3.jpg | Plate: :
Frame: 4 | File: frame_4_car_4.jpg | Plate: -
Frame: 4 | File: frame_4_car_5.jpg | Plate: 5
Frame: 4 | File: frame_4_car_6.jpg | Plate: 7.00
Frame: 4 | File: frame_4_car_7.jpg | Plate: ***
Frame: 4 | File: frame_4_car_8.jpg | Plate: L
Frame: 4 | File: frame_4_car_9.jpg | Plate: :
Frame: 4 | File: frame_4_car_10.jpg | Plate: EGE
Frame: 4 | File: frame_4_car_11.jpg | Plate: -24
Frame: 4 | File: frame_4_car_12.jpg | Plate: L
Frame: 5 | File: frame_5_car_0.jpg | Plate: :
Frame: 5 | File: frame_5_car_1.jpg | Plate: REFIER
Frame: 5 | File: frame_5_car_2.jpg | Plate: -
Frame: 5 | File: frame_5_car_3.jpg | Plate: 1
Frame: 5 | File: frame_5_car_4.jpg | Plate: 5
Frame: 5 | File: frame_5_car_5.jpg | Plate: ***
Frame: 5 | File: frame_5_car_6.jpg | Plate: / - 0
Frame: 5 | File: frame_5_car_7.jpg | Plate: ***
Frame: 5 | File: frame_5_car_8.jpg | Plate: L
Frame: 5 | File: frame_5_car_9.jpg | Plate: :
Frame: 5 | File: frame_5_car_10.jpg | Plate: E
Frame: 5 | File: frame_5_car_11.jpg | Plate: -274
Frame: 5 | File: frame_5_car_12.jpg | Plate: L
Frame: 5 | File: frame_5_car_13.jpg | Plate: REF
Frame: 6 | File: frame_6_car_0.jpg | Plate: :
Frame: 6 | File: frame_6_car_1.jpg | Plate: ---
Frame: 6 | File: frame_6_car_2.jpg | Plate: ***
Frame: 6 | File: frame_6_car_3.jpg | Plate: 1
Frame: 6 | File: frame_6_car_4.jpg | Plate: REF
Frame: 6 | File: frame_6_car_5.jpg | Plate: E
Frame: 6 | File: frame_6_car_6.jpg | Plate: ITEM
Frame: 6 | File: frame_6_car_7.jpg | Plate: QTR
Frame: 6 | File: frame_6_car_8.jpg | Plate: P
Frame: 6 | File: frame_6_car_9.jpg | Plate: :
Frame: 6 | File: frame_6_car_10.jpg | Plate: -24
Frame: 6 | File: frame_6_car_11.jpg | Plate: E
Frame: 6 | File: frame_6_car_12.jpg | Plate: L
Frame: 6 | File: frame_6_car_13.jpg | Plate: (CA)
Frame: 6 | File: frame_6_car_14.jpg | Plate: ANG
Frame: 7 | File: frame_7_car_0.jpg | Plate: :
Frame: 7 | File: frame_7_car_1.jpg | Plate: :
Frame: 7 | File: frame_7_car_2.jpg | Plate: ***
Frame: 7 | File: frame_7_car_3.jpg | Plate: -U
Frame: 7 | File: frame_7_car_4.jpg | Plate: :
Frame: 7 | File: frame_7_car_5.jpg | Plate: E
Frame: 7 | File: frame_7_car_6.jpg | Plate: ITEM
Frame: 7 | File: frame_7_car_7.jpg | Plate: 276
Frame: 7 | File: frame_7_car_8.jpg | Plate: P
Frame: 7 | File: frame_7_car_9.jpg | Plate: :
Frame: 7 | File: frame_7_car_10.jpg | Plate: -24
Frame: 7 | File: frame_7_car_11.jpg | Plate: TOTAL
Frame: 7 | File: frame_7_car_12.jpg | Plate: ANG
Frame: 7 | File: frame_7_car_13.jpg | Plate: **
Frame: 7 | File: frame_7_car_14.jpg | Plate: PERFORATED
Frame: 8 | File: frame_8_car_0.jpg | Plate: REF#
Frame: 8 | File: frame_8_car_1.jpg | Plate: ***
Frame: 8 | File: frame_8_car_2.jpg | Plate: :
Frame: 8 | File: frame_8_car_3.jpg | Plate: REF
Frame: 8 | File: frame_8_car_4.jpg | Plate: E
Frame: 8 | File: frame_8_car_5.jpg | Plate: 7
Frame: 8 | File: frame_8_car_6.jpg | Plate: :
Frame: 8 | File: frame_8_car_7.jpg | Plate: QTR
Frame: 8 | File: frame_8_car_8.jpg | Plate: PERCENT
Frame: 8 | File: frame_8_car_9.jpg | Plate: :
Frame: 8 | File: frame_8_car_10.jpg | Plate: :
Frame: 8 | File: frame_8_car_11.jpg | Plate: -24
Frame: 8 | File: frame_8_car_12.jpg | Plate: 17.00
Frame: 8 | File: frame_8_car_13.jpg | Plate: (Q/CASH
Frame: 8 | File: frame_8_car_14.jpg | Plate: **
Frame: 8 | File: frame_8_car_15.jpg | Plate: NO
Frame: 8 | File: frame_8_car_16.jpg | Plate: ***
Frame: 9 | File: frame_9_car_0.jpg | Plate: :
Frame: 9 | File: frame_9_car_1.jpg | Plate: REF
Frame: 9 | File: frame_9_car_2.jpg | Plate: ***
Frame: 9 | File: frame_9_car_3.jpg | Plate: :
Frame: 9 | File: frame_9_car_4.jpg | Plate: REF
Frame: 9 | File: frame_9_car_5.jpg | Plate: E
Frame: 9 | File: frame_9_car_6.jpg | Plate: ITEM
Frame: 9 | File: frame_9_car_7.jpg | Plate: :
Frame: 9 | File: frame_9_car_8.jpg | Plate: E
Frame: 9 | File: frame_9_car_9.jpg | Plate: /
Frame: 9 | File: frame_9_car_10.jpg | Plate: P
Frame: 9 | File: frame_9_car_11.jpg | Plate: (LACK
Frame: 9 | File: frame_9_car_12.jpg | Plate: QTY
Frame: 9 | File: frame_9_car_13.jpg | Plate: -24
Frame: 9 | File: frame_9_car_14.jpg | Plate: NO
Frame: 10 | File: frame_10_car_0.jpg | Plate: :
Frame: 10 | File: frame_10_car_1.jpg | Plate: :
Frame: 10 | File: frame_10_car_2.jpg | Plate: ***
Frame: 10 | File: frame_10_car_3.jpg | Plate: REF
Frame: 10 | File: frame_10_car_4.jpg | Plate: 1
Frame: 10 | File: frame_10_car_5.jpg | Plate: E
Frame: 10 | File: frame_10_car_6.jpg | Plate: 7.00
Frame: 10 | File: frame_10_car_7.jpg | Plate: (G)
Frame: 10 | File: frame_10_car_8.jpg | Plate: E
Frame: 10 | File: frame_10_car_9.jpg | Plate: PERCENT
Frame: 10 | File: frame_10_car_10.jpg | Plate: C
Frame: 10 | File: frame_10_car_11.jpg | Plate: PERFORMANCE
Frame: 10 | File: frame_10_car_12.jpg | Plate: -
Frame: 10 | File: frame_10_car_13.jpg | Plate: 1
Frame: 10 | File: frame_10_car_14.jpg | Plate: QTY
Frame: 10 | File: frame_10_car_15.jpg | Plate: CASH
Frame: 10 | File: frame_10_car_16.jpg | Plate: 0.00
Frame: 11 | File: frame_11_car_0.jpg | Plate: :
Frame: 11 | File: frame_11_car_1.jpg | Plate: -*
Frame: 11 | File: frame_11_car_2.jpg | Plate: REF#
Frame: 11 | File: frame_11_car_3.jpg | Plate: REF
Frame: 11 | File: frame_11_car_4.jpg | Plate: E
Frame: 11 | File: frame_11_car_5.jpg | Plate: :
Frame: 11 | File: frame_11_car_6.jpg | Plate: :
Frame: 11 | File: frame_11_car_7.jpg | Plate: 7
Frame: 11 | File: frame_11_car_8.jpg | Plate: (G)
Frame: 11 | File: frame_11_car_9.jpg | Plate: E
Frame: 11 | File: frame_11_car_10.jpg | Plate: P
Frame: 11 | File: frame_11_car_11.jpg | Plate: C
Frame: 11 | File: frame_11_car_12.jpg | Plate: 0.00
Frame: 11 | File: frame_11_car_13.jpg | Plate: -
Frame: 11 | File: frame_11_car_14.jpg | Plate: TOTAL
Frame: 11 | File: frame_11_car_15.jpg | Plate: 1
Frame: 11 | File: frame_11_car_16.jpg | Plate: 14
Frame: 12 | File: frame_12_car_0.jpg | Plate: :
Frame: 12 | File: frame_12_car_1.jpg | Plate: ***
Frame: 12 | File: frame_12_car_2.jpg | Plate: --
Frame: 12 | File: frame_12_car_3.jpg | Plate: 2
Frame: 12 | File: frame_12_car_4.jpg | Plate: REFUP
Frame: 12 | File: frame_12_car_5.jpg | Plate: B
Frame: 12 | File: frame_12_car_6.jpg | Plate: W
Frame: 12 | File: frame_12_car_7.jpg | Plate: TOTAL
Frame: 12 | File: frame_12_car_8.jpg | Plate: PERCENT
Frame: 12 | File: frame_12_car_9.jpg | Plate: L-
Frame: 12 | File: frame_12_car_10.jpg | Plate: :
Frame: 12 | File: frame_12_car_11.jpg | Plate: 1
Frame: 12 | File: frame_12_car_12.jpg | Plate: ***
Frame: 12 | File: frame_12_car_13.jpg | Plate: TOTAL
Frame: 12 | File: frame_12_car_14.jpg | Plate: 1
Frame: 12 | File: frame_12_car_15.jpg | Plate: RM
Frame: 13 | File: frame_13_car_0.jpg | Plate: REF#
Frame: 13 | File: frame_13_car_1.jpg | Plate: -
Frame: 13 | File: frame_13_car_2.jpg | Plate: :
Frame: 13 | File: frame_13_car_3.jpg | Plate: REFUND
Frame: 13 | File: frame_13_car_4.jpg | Plate: :
Frame: 13 | File: frame_13_car_5.jpg | Plate: E
Frame: 13 | File: frame_13_car_6.jpg | Plate: W/
Frame: 13 | File: frame_13_car_7.jpg | Plate: (M)
Frame: 13 | File: frame_13_car_8.jpg | Plate: C
Frame: 13 | File: frame_13_car_9.jpg | Plate: E
Frame: 13 | File: frame_13_car_10.jpg | Plate: PERCENT
Frame: 13 | File: frame_13_car_11.jpg | Plate: 1
Frame: 13 | File: frame_13_car_12.jpg | Plate: -
Frame: 13 | File: frame_13_car_13.jpg | Plate: RM
Frame: 13 | File: frame_13_car_14.jpg | Plate: M
Frame: 13 | File: frame_13_car_15.jpg | Plate: CHANGE
Frame: 13 | File: frame_13_car_16.jpg | Plate: 8
Frame: 14 | File: frame_14_car_0.jpg | Plate: -
Frame: 14 | File: frame_14_car_1.jpg | Plate: REF#
Frame: 14 | File: frame_14_car_2.jpg | Plate: :
Frame: 14 | File: frame_14_car_3.jpg | Plate: REFUND
Frame: 14 | File: frame_14_car_4.jpg | Plate: B
Frame: 14 | File: frame_14_car_5.jpg | Plate: W/
Frame: 14 | File: frame_14_car_6.jpg | Plate: 1 . 00
Frame: 14 | File: frame_14_car_7.jpg | Plate: (M/SIZED
Frame: 14 | File: frame_14_car_8.jpg | Plate: C
Frame: 14 | File: frame_14_car_9.jpg | Plate: E
Frame: 14 | File: frame_14_car_10.jpg | Plate: 1
Frame: 14 | File: frame_14_car_11.jpg | Plate: PERCENT
Frame: 14 | File: frame_14_car_12.jpg | Plate: 1
Frame: 14 | File: frame_14_car_13.jpg | Plate: -
Frame: 14 | File: frame_14_car_14.jpg | Plate: (M)
Frame: 14 | File: frame_14_car_15.jpg | Plate: :
Frame: 14 | File: frame_14_car_16.jpg | Plate: 1
Frame: 15 | File: frame_15_car_0.jpg | Plate: :
Frame: 15 | File: frame_15_car_1.jpg | Plate: :
Frame: 15 | File: frame_15_car_2.jpg | Plate: :
Frame: 15 | File: frame_15_car_3.jpg | Plate: --
Frame: 15 | File: frame_15_car_4.jpg | Plate: REL
Frame: 15 | File: frame_15_car_5.jpg | Plate: B
Frame: 15 | File: frame_15_car_6.jpg | Plate: W/
Frame: 15 | File: frame_15_car_7.jpg | Plate: E
Frame: 15 | File: frame_15_car_8.jpg | Plate: (G/GREATED
Frame: 15 | File: frame_15_car_9.jpg | Plate: C
Frame: 15 | File: frame_15_car_10.jpg | Plate: 1
Frame: 15 | File: frame_15_car_11.jpg | Plate: P
Frame: 15 | File: frame_15_car_12.jpg | Plate: -24
Frame: 15 | File: frame_15_car_13.jpg | Plate: 5
Frame: 15 | File: frame_15_car_14.jpg | Plate: NO
Frame: 15 | File: frame_15_car_15.jpg | Plate: RM
Frame: 16 | File: frame_16_car_0.jpg | Plate: :
Frame: 16 | File: frame_16_car_1.jpg | Plate: REF
Frame: 16 | File: frame_16_car_2.jpg | Plate: REFUND
Frame: 16 | File: frame_16_car_3.jpg | Plate: :
Frame: 16 | File: frame_16_car_4.jpg | Plate: -
Frame: 16 | File: frame_16_car_5.jpg | Plate: B
Frame: 16 | File: frame_16_car_6.jpg | Plate: -
Frame: 16 | File: frame_16_car_7.jpg | Plate: W/ TYPE
Frame: 16 | File: frame_16_car_8.jpg | Plate: E
Frame: 16 | File: frame_16_car_9.jpg | Plate: (SIZED
Frame: 16 | File: frame_16_car_10.jpg | Plate: :
Frame: 16 | File: frame_16_car_11.jpg | Plate: ***
Frame: 16 | File: frame_16_car_12.jpg | Plate: 1
Frame: 16 | File: frame_16_car_13.jpg | Plate: -05
Frame: 16 | File: frame_16_car_14.jpg | Plate: RM
Frame: 17 | File: frame_17_car_0.jpg | Plate: :
Frame: 17 | File: frame_17_car_1.jpg | Plate: -
Frame: 17 | File: frame_17_car_2.jpg | Plate: :
Frame: 17 | File: frame_17_car_3.jpg | Plate: REF#
Frame: 17 | File: frame_17_car_4.jpg | Plate: -
Frame: 17 | File: frame_17_car_5.jpg | Plate: B
Frame: 17 | File: frame_17_car_6.jpg | Plate: 4/
Frame: 17 | File: frame_17_car_7.jpg | Plate: E
Frame: 17 | File: frame_17_car_8.jpg | Plate: C
Frame: 17 | File: frame_17_car_9.jpg | Plate: (EX/GRICE)
Frame: 17 | File: frame_17_car_10.jpg | Plate: ***
Frame: 17 | File: frame_17_car_11.jpg | Plate: 0
Frame: 17 | File: frame_17_car_12.jpg | Plate: NO
Frame: 18 | File: frame_18_car_0.jpg | Plate: TOTAL
Frame: 18 | File: frame_18_car_1.jpg | Plate: :
Frame: 18 | File: frame_18_car_2.jpg | Plate: TEL
Frame: 18 | File: frame_18_car_3.jpg | Plate: -
Frame: 18 | File: frame_18_car_4.jpg | Plate: REF#
Frame: 18 | File: frame_18_car_5.jpg | Plate: B
Frame: 18 | File: frame_18_car_6.jpg | Plate: MMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMM
Frame: 18 | File: frame_18_car_7.jpg | Plate: E
Frame: 18 | File: frame_18_car_8.jpg | Plate: :
Frame: 18 | File: frame_18_car_9.jpg | Plate: TOTAL
Frame: 18 | File: frame_18_car_10.jpg | Plate: REFUNDMENT
Frame: 18 | File: frame_18_car_11.jpg | Plate: ***
Frame: 18 | File: frame_18_car_12.jpg | Plate: P
Frame: 18 | File: frame_18_car_13.jpg | Plate: 1
Frame: 18 | File: frame_18_car_14.jpg | Plate: NO
Frame: 19 | File: frame_19_car_0.jpg | Plate: TOTAL
Frame: 19 | File: frame_19_car_1.jpg | Plate: :
Frame: 19 | File: frame_19_car_2.jpg | Plate: :
Frame: 19 | File: frame_19_car_3.jpg | Plate: -
Frame: 19 | File: frame_19_car_4.jpg | Plate: REF
Frame: 19 | File: frame_19_car_5.jpg | Plate: B
Frame: 19 | File: frame_19_car_6.jpg | Plate: 17
Frame: 19 | File: frame_19_car_7.jpg | Plate: P
Frame: 19 | File: frame_19_car_8.jpg | Plate: E
Frame: 19 | File: frame_19_car_9.jpg | Plate: :
Frame: 19 | File: frame_19_car_10.jpg | Plate: (Q/GO)
Frame: 19 | File: frame_19_car_11.jpg | Plate: TOTAL AMOUNT
Frame: 19 | File: frame_19_car_12.jpg | Plate: ***
Frame: 20 | File: frame_20_car_0.jpg | Plate: TOTAL
Frame: 20 | File: frame_20_car_1.jpg | Plate: :
Frame: 20 | File: frame_20_car_2.jpg | Plate: :
Frame: 20 | File: frame_20_car_3.jpg | Plate: TEL
Frame: 20 | File: frame_20_car_4.jpg | Plate: REF#
Frame: 20 | File: frame_20_car_5.jpg | Plate: 77
Frame: 20 | File: frame_20_car_6.jpg | Plate: B
Frame: 20 | File: frame_20_car_7.jpg | Plate: P
Frame: 20 | File: frame_20_car_8.jpg | Plate: TOTAL AMOUNT
Frame: 20 | File: frame_20_car_9.jpg | Plate: E
Frame: 20 | File: frame_20_car_10.jpg | Plate: ***
Frame: 20 | File: frame_20_car_11.jpg | Plate: :
Frame: 20 | File: frame_20_car_12.jpg | Plate: (SPECIFICING RECEIPT FOR AN RECEIPT FOR AN RECEIPT FOR
Frame: 21 | File: frame_21_car_0.jpg | Plate: TOTAL
Frame: 21 | File: frame_21_car_1.jpg | Plate: :
Frame: 21 | File: frame_21_car_2.jpg | Plate: TABLE
Frame: 21 | File: frame_21_car_3.jpg | Plate: -
Frame: 21 | File: frame_21_car_4.jpg | Plate: TOTAL
Frame: 21 | File: frame_21_car_5.jpg | Plate: B
Frame: 21 | File: frame_21_car_6.jpg | Plate: 7
Frame: 21 | File: frame_21_car_7.jpg | Plate: P
Frame: 21 | File: frame_21_car_8.jpg | Plate: ***
Frame: 21 | File: frame_21_car_9.jpg | Plate: TOTAL RECEIPT
Frame: 21 | File: frame_21_car_10.jpg | Plate: (LIKE)
Frame: 21 | File: frame_21_car_11.jpg | Plate: :
Frame: 21 | File: frame_21_car_12.jpg | Plate: E
Frame: 22 | File: frame_22_car_0.jpg | Plate: TOTAL
Frame: 22 | File: frame_22_car_1.jpg | Plate: :
Frame: 22 | File: frame_22_car_2.jpg | Plate: -0
Frame: 22 | File: frame_22_car_3.jpg | Plate: B
Frame: 22 | File: frame_22_car_4.jpg | Plate: PERFORATED
Frame: 22 | File: frame_22_car_5.jpg | Plate: :
Frame: 22 | File: frame_22_car_6.jpg | Plate: TAX
Frame: 22 | File: frame_22_car_7.jpg | Plate: P
Frame: 22 | File: frame_22_car_8.jpg | Plate: -17-07-386
Frame: 22 | File: frame_22_car_9.jpg | Plate: ***
Frame: 22 | File: frame_22_car_10.jpg | Plate: TOTAL AMOUNT
Frame: 22 | File: frame_22_car_11.jpg | Plate: :
Frame: 22 | File: frame_22_car_12.jpg | Plate: E
Frame: 23 | File: frame_23_car_0.jpg | Plate: TOTAL
Frame: 23 | File: frame_23_car_1.jpg | Plate: :
Frame: 23 | File: frame_23_car_2.jpg | Plate: -0
Frame: 23 | File: frame_23_car_3.jpg | Plate: REF
Frame: 23 | File: frame_23_car_4.jpg | Plate: E
Frame: 23 | File: frame_23_car_5.jpg | Plate: PERFORATED
Frame: 23 | File: frame_23_car_6.jpg | Plate: 17 PM
Frame: 23 | File: frame_23_car_7.jpg | Plate: 1
Frame: 23 | File: frame_23_car_8.jpg | Plate: -17-07-146
Frame: 23 | File: frame_23_car_9.jpg | Plate: ***
Frame: 23 | File: frame_23_car_10.jpg | Plate: TOTAL
Frame: 23 | File: frame_23_car_11.jpg | Plate: E
Frame: 23 | File: frame_23_car_12.jpg | Plate: :
Frame: 24 | File: frame_24_car_0.jpg | Plate: :
Frame: 24 | File: frame_24_car_1.jpg | Plate: TOTAL
Frame: 24 | File: frame_24_car_2.jpg | Plate: -
Frame: 24 | File: frame_24_car_3.jpg | Plate: -
Frame: 24 | File: frame_24_car_4.jpg | Plate: COMPANY
Frame: 24 | File: frame_24_car_5.jpg | Plate: E
Frame: 24 | File: frame_24_car_6.jpg | Plate: 17/25 PMPM
Frame: 24 | File: frame_24_car_7.jpg | Plate: :
Frame: 24 | File: frame_24_car_8.jpg | Plate: 42-1-
Frame: 24 | File: frame_24_car_9.jpg | Plate: E
Frame: 24 | File: frame_24_car_10.jpg | Plate: (Q/PRICE)
Frame: 24 | File: frame_24_car_11.jpg | Plate: ***
Frame: 24 | File: frame_24_car_12.jpg | Plate: C
Frame: 24 | File: frame_24_car_13.jpg | Plate: 5
Frame: 25 | File: frame_25_car_0.jpg | Plate: :
Frame: 25 | File: frame_25_car_1.jpg | Plate: TOTAL
Frame: 25 | File: frame_25_car_2.jpg | Plate: -X
Frame: 25 | File: frame_25_car_3.jpg | Plate: COMPANY
Frame: 25 | File: frame_25_car_4.jpg | Plate: -
Frame: 25 | File: frame_25_car_5.jpg | Plate: 7
Frame: 25 | File: frame_25_car_6.jpg | Plate: B
Frame: 25 | File: frame_25_car_7.jpg | Plate: :
Frame: 25 | File: frame_25_car_8.jpg | Plate: ***
Frame: 25 | File: frame_25_car_9.jpg | Plate: :
Frame: 25 | File: frame_25_car_10.jpg | Plate: E
Frame: 25 | File: frame_25_car_11.jpg | Plate: -1-
Frame: 25 | File: frame_25_car_12.jpg | Plate: TOTAL AMOUNT
Frame: 25 | File: frame_25_car_13.jpg | Plate: 5
Frame: 25 | File: frame_25_car_14.jpg | Plate: ***
Frame: 26 | File: frame_26_car_0.jpg | Plate: E
Frame: 26 | File: frame_26_car_1.jpg | Plate: TOTAL
Frame: 26 | File: frame_26_car_2.jpg | Plate: PERFORATED
Frame: 26 | File: frame_26_car_3.jpg | Plate: 2
Frame: 26 | File: frame_26_car_4.jpg | Plate: -
Frame: 26 | File: frame_26_car_5.jpg | Plate: W/ 3
Frame: 26 | File: frame_26_car_6.jpg | Plate: B
Frame: 26 | File: frame_26_car_7.jpg | Plate: L
Frame: 26 | File: frame_26_car_8.jpg | Plate: ***
Frame: 26 | File: frame_26_car_9.jpg | Plate: :
Frame: 26 | File: frame_26_car_10.jpg | Plate: 1
Frame: 26 | File: frame_26_car_11.jpg | Plate: 5
Frame: 26 | File: frame_26_car_12.jpg | Plate: TOTAL AMOUNT
Frame: 26 | File: frame_26_car_13.jpg | Plate: 4 1
Frame: 26 | File: frame_26_car_14.jpg | Plate: TOTAL
Frame: 27 | File: frame_27_car_0.jpg | Plate: :
Frame: 27 | File: frame_27_car_1.jpg | Plate: PERFORATED
Frame: 27 | File: frame_27_car_2.jpg | Plate: 2
Frame: 27 | File: frame_27_car_3.jpg | Plate: TOTAL
Frame: 27 | File: frame_27_car_4.jpg | Plate: L
Frame: 27 | File: frame_27_car_5.jpg | Plate: B
Frame: 27 | File: frame_27_car_6.jpg | Plate: L
Frame: 27 | File: frame_27_car_7.jpg | Plate: W/ CASH
Frame: 27 | File: frame_27_car_8.jpg | Plate: E
Frame: 27 | File: frame_27_car_9.jpg | Plate: 5
Frame: 27 | File: frame_27_car_10.jpg | Plate: 1 1
Frame: 27 | File: frame_27_car_11.jpg | Plate: ***
Frame: 27 | File: frame_27_car_12.jpg | Plate: TOTAL AMOUNT
Frame: 27 | File: frame_27_car_13.jpg | Plate: :
Frame: 28 | File: frame_28_car_0.jpg | Plate: E
Frame: 28 | File: frame_28_car_1.jpg | Plate: TOTAL
Frame: 28 | File: frame_28_car_2.jpg | Plate: -2
Frame: 28 | File: frame_28_car_3.jpg | Plate: PERFORATED
Frame: 28 | File: frame_28_car_4.jpg | Plate: 1
Frame: 28 | File: frame_28_car_5.jpg | Plate: :
Frame: 28 | File: frame_28_car_6.jpg | Plate: B
Frame: 28 | File: frame_28_car_7.jpg | Plate: W/ TAX
Frame: 28 | File: frame_28_car_8.jpg | Plate: 5
Frame: 28 | File: frame_28_car_9.jpg | Plate: :
Frame: 28 | File: frame_28_car_10.jpg | Plate: ***
Frame: 28 | File: frame_28_car_11.jpg | Plate: E
Frame: 28 | File: frame_28_car_12.jpg | Plate: TOTAL
Frame: 29 | File: frame_29_car_0.jpg | Plate: :
Frame: 29 | File: frame_29_car_1.jpg | Plate: 2
Frame: 29 | File: frame_29_car_2.jpg | Plate: TOTAL
Frame: 29 | File: frame_29_car_3.jpg | Plate: PERFORATED
Frame: 29 | File: frame_29_car_4.jpg | Plate: 1
Frame: 29 | File: frame_29_car_5.jpg | Plate: -S
Frame: 29 | File: frame_29_car_6.jpg | Plate: B
Frame: 29 | File: frame_29_car_7.jpg | Plate: W/ T
Frame: 29 | File: frame_29_car_8.jpg | Plate: 5
Frame: 29 | File: frame_29_car_9.jpg | Plate: :
Frame: 29 | File: frame_29_car_10.jpg | Plate: E
Frame: 29 | File: frame_29_car_11.jpg | Plate: TOTAL COPY BY PAYMENT BY PAYMENT BY PAYMENT BY PAYMENT BY PAYMENT BY PAYMENT
Frame: 29 | File: frame_29_car_12.jpg | Plate: ***
Frame: 29 | File: frame_29_car_13.jpg | Plate: TOTAL
Frame: 29 | File: frame_29_car_14.jpg | Plate: TOTAL
Frame: 30 | File: frame_30_car_0.jpg | Plate: E
Frame: 30 | File: frame_30_car_1.jpg | Plate: ***
Frame: 30 | File: frame_30_car_2.jpg | Plate: LOTS OF
Frame: 30 | File: frame_30_car_3.jpg | Plate: CHANGE
Frame: 30 | File: frame_30_car_4.jpg | Plate: -1
Frame: 30 | File: frame_30_car_5.jpg | Plate: :
Frame: 30 | File: frame_30_car_6.jpg | Plate: W/
Frame: 30 | File: frame_30_car_7.jpg | Plate: 5
Frame: 30 | File: frame_30_car_8.jpg | Plate: 5
Frame: 30 | File: frame_30_car_9.jpg | Plate: C
Frame: 30 | File: frame_30_car_10.jpg | Plate: E
Frame: 30 | File: frame_30_car_11.jpg | Plate: CHANGE
Frame: 30 | File: frame_30_car_12.jpg | Plate: 2
Frame: 30 | File: frame_30_car_13.jpg | Plate: TOTAL AMOUNT
Frame: 31 | File: frame_31_car_0.jpg | Plate: 2
Frame: 31 | File: frame_31_car_1.jpg | Plate: LOTED
Frame: 31 | File: frame_31_car_2.jpg | Plate: :
Frame: 31 | File: frame_31_car_3.jpg | Plate: PERFORATED
Frame: 31 | File: frame_31_car_4.jpg | Plate: 1
Frame: 31 | File: frame_31_car_5.jpg | Plate: :
Frame: 31 | File: frame_31_car_6.jpg | Plate: 07/17/17/17 PM PM
Frame: 31 | File: frame_31_car_7.jpg | Plate: E
Frame: 31 | File: frame_31_car_8.jpg | Plate: ------
Frame: 31 | File: frame_31_car_9.jpg | Plate: 5
Frame: 31 | File: frame_31_car_10.jpg | Plate: C
Frame: 31 | File: frame_31_car_11.jpg | Plate: ***
Frame: 31 | File: frame_31_car_12.jpg | Plate: E
Frame: 31 | File: frame_31_car_13.jpg | Plate: TOTAL
Frame: 31 | File: frame_31_car_14.jpg | Plate: TOTAL
Frame: 32 | File: frame_32_car_0.jpg | Plate: LOTS OF RECEIPT
Frame: 32 | File: frame_32_car_1.jpg | Plate: 2
Frame: 32 | File: frame_32_car_2.jpg | Plate: :
